code	name
A54.2	Gonokokkpelviperitoniit ja muud kuse-suguelundite gonokokknakkused; Gonokokkepididümiit; Gonokokkorhiit; Gonokokkprostatiit; Naisevaagna gonokokkpõletikuline haigus
A54.3	Silma gonokokknakkus; Gonokokk-konjunktiviit; Gonokokkiridotsükliit; Vastsündinute gonokokitekkene oftalmia
A54.4	Lihasluukonna gonokokknakkus; Gonokokkartriit; Gonokokkbursiit; Gonokokkosteomüeliit; Gonokokksünoviit; Gonokokktenosünoviit
A54.5	Gonokokkfarüngiit
A54.6	Päraku ja pärasoole gonokokknakkus
A54.8	Muud gonokokknakkused; Gonokokkajuabstsess; Gonokokkendokardiit; Gonokokkmeningiit; Gonokokkmüokardiit; Gonokokkperikardiit; Gonokokkperitoniit; Gonokokkpneumoonia; Gonokokkseptitseemia; Gonokokknahakahjustused
A54.9	Täpsustamata gonokokknakkus
A55	(Veneeriline) klamüüdialümfogranuloom; Klimaatiline ehk troopiline buboon; Durandi-Nicolas'-Favre'i tõbi; Estiomeen- e närikahjustus; Kubemelümfogranuloom
A56	Muud suguliselt levivad klamüüdiahaigused
A56.0	Alumiste kuse-suguteede klamüüdianakkus; Klamüüdiatservitsiit; Klamüüdiatsüstiit; Klamüüdiauretriit; Klamüüdiavulvovaginiit
A56.1	Pelviperitoneumi ja muude kuse-suguelundite klamüüdianakkus; Klamüüdiaepididümiit; Klamüüdiaorhiit; Naisevaagna põletikuline klamüüdiahaigus
A56.2	Täpsustamata kuse-suguteede klamüüdianakkus
A56.3	Päraku ja pärasoole klamüüdianakkus
A56.4	Neelu klamüüdianakkus
A56.8	Muude paikmete suguliselt levinud klamüüdianakkus
A57	Šankroid
A58	Kubemegranuloom; Donovanoos
A59	Trihhomoniaas
A59.0	Kuse-suguelundite e urogenitaaltrihhomoniaas; Trichomonas (vaginalis) tekkene valgevoolus (tupest); Trichomonas (vaginalis) tekkene eesnäärmepõletik e prostatiit
A59.8	Muude paikmete trihhomoniaas
A59.9	Täpsustamata trihhomoniaas
A60	Anogenitaalsed herpesviirusnakkused [herpes simplex]
A60.0	Suguelundite ja urogenitaaltrakti herpesviirusnakkused; Naise suguteede herpesviirusnakkused; Mehe suguteede herpesviirusnakkused
A60.1	Pärakuümbruse naha ja pärasoole herpesviirusnakkus
A60.9	Täpsustamata anogenitaalne herpesviirusnakkus
A63	Peamiselt suguliselt levivad mujal klassifitseerimata muud haigused
A63.0	Anogenitaalsed (veneerilised) tüükad
A63.8	Peamiselt suguliselt levivad muud täpsustatud haigused
A64	Suguliselt leviv täpsustamata haigus; Teisiti täpsustamata suguhaigus
A65	Mittesuguliselt leviv süüfilis; Bejel; Endeemiline süüfilis; Njoveera
A65-A69	Muud spirohetoosid e spiroheethaigused
A66	Framböösia e vaariktüügas
A66.0	Vaariktüüka algkahjustused; Vaariktüükašankroid; Algvaariktüügas; Vaariktüüka alghaavand; Emavaariktüügas
A66.1	Hulgipapilloomid ja plantaar- või palmaarvaariktüügas; Frambösioom; Pianoom; Vaariktüüka plantaar- või palmaarpapilloomid
A66.2	Muud varased vaariktüüka nahakahjustused; Nahavaariktüügas, enne viit aastat pärast nakkust; Varane (naha-; laiguline; laigulispapuloosne; mikropapuloosne; papuloosne) vaariktüügas; Varase vaariktüüka frambösiid
A66.3	Vaariktüüka-hüperkeratoos; Vaariktüükatekkene (varane; hiline) peopesa- või tallahüperkeratoos; Ussinäritud tallad
A66.4	Vaariktüüka gummad ja haavandid; Gummoosne frambösiid; Hiline sõlmjas (haavandunud) vaariktüügas
A66.5	Gangoos; Köndistav rinofarüngiit
A66.6	Vaariktüüka luu- ja liigesekahjustused; Vaariktüüka (varane; hiline) ganglion; Vaariktüüka (varane; hiline) hüdrartroos; Vaariktüüka (varane; hiline) osteiit; Vaariktüüka (varane; hiline) (hüpertroofiline) periostiit; Vaariktüüka (hiline) gunduu; Vaariktüüka (hiline) luugumma; Vaariktüüka (hiline) gummoosne osteiit ja periostiit
A66.7	Vaariktüüka muud avaldused; Vaariktüüka liigeselähised sõlmed; Limaskesta-vaariktüügas
A66.8	Latentne vaariktüügas; Kliiniliste avaldusteta positiivse seroloogiaga vaariktüügas
A66.9	Täpsustamata vaariktüügas
A67	Pinta [karaate]
A67.0	Esmane pintakahjustus; (Esmane) pintašankroid; (Esmane) pintapaapul
A67.1	Vahelmised pintakahjustused; Pinta erütematoossed naastud; Pinta hüperkroomsed kahjustused; Pintahüperkeratoos; Pintapintiidid
A67.2	Hilised pintakahjustused; Pinta kardiovaskulaarsed kahjustused; Pinta akroomsed nahakahjustused; Pinta armistuvad nahakahjustused; Pinta düskroomsed nahakahjustused
A67.3	Pinta segakahjustused; Pinta akroomsed ja hüperkroomsed nahakahjustused
A67.9	Täpsustamata pinta
A68	Taastuvad palavikud
A68.0	Täilevitatav taastuv palavik; Borrelia recurrentis tekkene taastuv palavik
A68.1	Puugilevitatav taastuv palavik; Mistahes Borrelia liigi peale Borrelia recurrentis tekkene taastuv palavik
A68.9	Täpsustamata taastuv palavik
A69	Muud spiroheetnakkused
A69.0	Nekrotiseeruv haavandiline stomatiit; Suušankroid; Fusospiroheeditekkene gangreen; Nooma e vesivähk; Gangrenoosne stomatiit
A69.1	Muud Vincenti nakkused; Fusospiroheeditekkene farüngiit; Nekrotiseeriv haavandiline (äge) gingiviit e igemepõletik; Nekrotiseeriv haavandiline (äge) gingivostomatiit e igeme-suupõletik; Spiroheetstomatiit; Kaevikusuu; Vincenti angiin; Vincenti gingiviit
A69.2	Lyme'i tõbi; Borrelia burgdorferi tekkene krooniline ränderüteem
A69.8	Muud täpsustatud spiroheetnakkused
A69.9	Täpsustamata spiroheetnakkused
A70	Chlamydia psittaci nakkus; Ornitoos; Papagoipalavik; Psittakoos
A70-A74	Muud klamüdioosid e klamüüdiahaigused
A71	Trahhoom
A71.0	Trahhoomi algstaadium; Kahtlane trahhoom
A71.1	Trahhoomi aktiivne staadium; Granulaarne (trahhomatoosne) konjunktiviit; Trahhomatoosne follikulaarne konjunktiviit; Trahhomatoosne pannus
A71.9	Täpsustamata trahhoom
A74	Muud klamüüdiahaigused
A74.0	Klamüüdiakonjunktiviit; Paratrahhoom
A74.8	Muud klamüüdiahaigused; Klamüüdiaperitoniit
A74.9	Täpsustamata klamüüdianakkus; Teisiti täpsustamata klamüdioos
A75	Tähniline tüüfus e täi- ja kirburiketsioos
A75.0	Rickettsia prowazekii tekkene epideemiline täilevitatav tähniline tüüfus; Klassikaline tähniline tüüfus; Epideemiline (täilevitatav) tähniline tüüfus
A75.1	Taashalvenev tüüfus [Brilli tõbi]; Brilli-Zinsseri tõbi
A75.2	Rickettsia typhi tekkene tähniline tüüfus; Roti (kirbulevitatav) tähniline tüüfus
A75.3	Rickettsia tsutsugamushi tekkene tähniline tüüfus; Võsastiku (lestalevitatav) tähniline tüüfus; Tsutsugamushi palavik
A75.9	Täpsustamata tähniline tüüfus; Teisiti täpsustamata tähniline tüüfus
A75-A79	Riketsioosid
A77	Eksanteem- e tähnilised palavikud e puukriketsioosid
A77.0	Rickettsia rickettsii tekkene tähniline palavik; Kaljumäestiku tähniline palavik; Sao Paulo palavik
A77.1	Rickettsia conorii tekkene tähniline palavik; Aafrika puukriketsioos; Vistrikuline palavik; India puukriketsioos; Keenia puukriketsioos; Marseilles' palavik; Vahemere puukriketsioos
A77.2	Rickettsia siberica tekkene tähniline palavik; Põhja-Aasia puukriketsioos; Siberi puukriketsioos
A77.3	Rickettsia australis tekkene tähniline palavik; Queenslandi puukriketsioos
A77.8	Muud tähnilised palavikud
A77.9	Täpsustamata tähniline palavik
A78	Q-palavik; Coxiella burneti tekkene nakkus; Nine Mile palavik; Neljakülgne palavik
A79	Muud riketsioosid
A79.0	Kaevikupalavik; Viiendapäevitine palavik; Volõõnia palavik
A79.1	Rickettsia akari tekkesed riketsiarõuged; Kew Gardeni palavik; Villiline riketsioos
A79.8	Muud täpsustatud riketsioosid; Ehrlichia sennetsu tekkene riketsioos
A79.9	Täpsustamata riketsioos
A80	Äge poliomüeliit
A80.0	Vaktsineerimisega seotud äge paralüütiline poliomüeliit
A80.1	Äge paralüütiline poliomüeliit, sisseveetud metsik viirus
A80.2	Äge paralüütiline poliomüeliit, kodumaine metsik viirus
A80.3	Muu ja täpsustamata äge paralüütiline poliomüeliit
A80.4	Äge mitteparalüütiline poliomüeliit
A80.9	Täpsustamata äge poliomüeliit
A80-A89	Kesknärvisüsteemi viirushaigused
A81	Kesknärvisüsteemi aeglased viirusnakkused
A81.0	Creutzfeldti-Jakobi tõbi; Alaäge käsnjas e subakuutne spongiformne entsefalopaatia
A81.1	Subakuutne skleroseeruv panentsefaliit; Dawsoni inklusioonkehaentsefaliit; Van Bogaerti skleroseeruv leukoentsefalopaatia
A81.2	Progresseeruv hulgikoldeline leukoentsefalopaatia; Teisiti täpsustamata hulgikoldeline leukoentsefalopaatia
A81.8	Muud kesknärvisüsteemi (aeglased) atüüpilised viirusnakkused; Kuru
A81.9	Kesknärvisüsteemi täpsustamata (aeglased) atüüpilised viirusnakkused; Teisiti täpsustamata aeglane viirusnakkus
A82	Marutõbi
A82.0	Metsamarutõbi
A82.1	Asulamarutõbi
A82.9	Täpsustamata marutõbi
A83	Sääselevitatavad viirusentsefaliidid
A83.0	Jaapani entsefaliit
A83.1	Lääne hobuseentsefaliit
A83.2	Ida hobuseentsefaliit
A83.3	St Louisi entsefaliit
A83.4	Austraalia entsefaliit; Kunjini viirushaigus
A83.5	Kalifornia entsefaliit; Kalifornia meningoentsefaliit; La Crossi entsefaliit
A83.6	Rocio viirushaigus
A83.8	Muu sääselevitatav viirusentsefaliit
A83.9	Täpsustamata sääselevitatav viirusentsefaliit
A84	Puukentsefaliidid (viirusentsefaliidid)
A84.0	Kaug-Ida puukentsefaliit [Vene kevad-suvine entsefaliit]
A84.1	Kesk-Euroopa puukentsefaliit
A84.8	Muu puukentsefaliit; Lamba flaviviirushaigus {Louping ill}; Powassani viirushaigus
A84.9	Täpsustamata puukentsefaliit
A85	Mujal klassifitseerimata muud viirusentsefaliidid
A85.0	Enteroviirusentsefaliit; Enteroviirusentsefalomüeliit
A85.1	Adenoviirusentsefaliit; Adenoviirusmeningoentsefaliit
A85.2	Täpsustamata lülijalgselevitatav viirusentsefaliit
A85.8	Muu täpsustatud viirusentsefaliit; Letargiline entsefaliit; Von Economo-Cruchet' tõbi
A86	Täpsustamata viirusentsefaliit; Teisiti täpsustamata viirusentsefalomüeliit; Teisiti täpsustamata viirusmeningoentsefaliit
A87	Viirusmeningiidid
A87.0	Enteroviirusmeningiit; Coxsackie-viirusmeningiit; Echo-viirusmeningiit
A87.1	Adenoviirusmeningiit
A87.2	Lümfotsüütkoriomeningiit; Lümfotsüütmeningoentsefaliit
A87.8	Muu viirusmeningiit
A87.9	Täpsustamata viirusmeningiit
A88	Kesknärvisüsteemi mujal klassifitseerimata muud viirushaigused
A88.0	Eksantematoosne enteroviiruspalavik [Bostoni eksanteem]
A88.1	Epideemiline peapööritus
A88.8	Muud täpsustatud kesknärvisüsteemi viirusnakkused
A89	Kesknärvisüsteemi täpsustamata viirushaigus
A90	Klassikaline dengue e seitsmendapäevitine palavik
A90-A99	Lülijalgselevitatavad viiruspalavikud ja hemorraagilised viiruspalavikud
A91	Hemorraagiline dengue palavik
A92	Sääselevitatavad muud viiruspalavikud
A92.0	Chikungunya viirushaigus; Chikungunya (hemorraagiline) palavik
A92.1	O'nyong-nyong palavik
A92.2	Venetsueela hobusepalavik; Venetsueela hobuseentsefaliit; Venetsueela hobuseentsefalomüeliit
A92.3	Lääne-Niiluse palavik
A92.4	Rift Valley palavik
A92.8	Muud täpsustatud sääselevitatavad viiruspalavikud
A92.9	Täpsustamata sääselevitatav viiruspalavik
A93	Lülijalgselevitatavad mujal klassifitseerimata muud viiruspalavikud
A93.0	Oropouche viirushaigus; Oropouche palavik
A93.1	Liivakärbsepalavik; Pappataci-palavik; Phlebotomus-palavik
A93.2	Koloraado puugilevitatav palavik
A93.8	Muud täpsustatud lülijalgselevitatavad viiruspalavikud; Piry viirustõbi; Vesikulaarne viirusstomatiit [Indiaana palavik]
A94	Lülijalgselevitatav täpsustamata viiruspalavik; Teisiti täpsustamata arboviiruspalavik; Teisiti täpsustamata arboviirusnakkus
A95	Kollapalavik
A95.0	Metsakollapalavik; Džunglikollapalavik
A95.1	Asulakollapalavik
A95.9	Täpsustamata kollapalavik
A96	Hemorraagiline areenaviiruspalavik
A96.0	Junini hemorraagiline palavik; Argentiina hemorraagiline palavik
A96.1	Machupo hemorraagiline palavik; Boliivia hemorraagiline palavik
A96.2	Lassa palavik
A96.8	Muud hemorraagilised areenaviiruspalavikud
A96.9	Täpsustamata hemorraagiline areenaviiruspalavik
A98	Mujal klassifitseerimata muud hemorraagilised viiruspalavikud
A98.0	Krimmi-Kongo hemorraagiline palavik; Kesk-Aasia hemorraagiline palavik
A98.1	Omski hemorraagiline palavik
A98.2	Kyasanur Forest'i haigus
A98.3	Marburgi viirushaigus
A98.4	Ebola viirushaigus
A98.5	Neerusündroomiga hemorraagiline palavik; Epideemiline hemorraagiline palavik; Korea hemorraagiline palavik; Venemaa hemorraagiline palavik; Hantaa (jõe) viirushaigus; Epideemiline nefropaatia
A98.6	Muud täpsustamata hemorraagilised viiruspalavikud
A98.8	Muu täpsustatud hemorraagiline viiruspalavik
A99	Täpsustamata hemorraagilised viiruspalavikud
B00	Herpesviirusnakkused [herpes simplex]
B00.0	Herpeetekseem e herpeetiline sammaspool; Kaposi tuulerõugetaoline lööve
B00.1	Herpesviiruslik villiline dermatiit; Näo lihtohatis; Huule lihtohatis; Kõrva vesikulaarne dermatiit, inimese herpesviirus 2 (alfa) põhjustatud; Huule vesikulaarne dermatiit, inimese herpesviirus 2 (alfa) põhjustatud
B00.2	Herpesviirus-gingivostomatiit ja –farüngostomatiit; Herpesviirusfarüngiit
B00.3	Herpesviirusmeningiit
B00.4	Herpesviirusentsefaliit; Herpesviirus-meningoentsefaliit; Ahvide B-tõbi
B00.5	Herpesviirus-silmahaigus; Herpesviirus-konjunktiviit; Herpesviirus-laudermatiit; Herpesviirus-iridotsükliit; Herpesviirus-iriit; Herpesviirus-keratiit; Herpesviirus-keratokonjunktiviit; Herpesviirus-eesmine uveiit
B00.7	Dissemineerunud herpesviirushaigus; Herpesviirus-septitseemia
B00.8	Herpesviirusnakkuse muud vormid; Herpesviirus-hepatiit; Herpesviirus-paronühhia
B00.9	Täpsustamata herpesviirusnakkus; Teisiti täpsustamata herpes simplex nakkus e lihtohatis
B00-B09	Naha- ja limaskestakahjustusega viirushaigused
B01	Tuulerõuged
B01.0	Tuulerõugemeningiit
B01.1	Tuulerõuge-entsefaliit; Tuulerõugejärgne entsefaliit; Tuulerõuge-entsefalomüeliit
B01.2	Tuulerõuge-pneumoonia
B01.8	Muude tüsistustega tuulerõuged
B01.9	Tüsistusteta tuulerõuged; Teisiti täpsustamata tuulerõuged
B02	Vöötohatis
B02.0	Vöötohatisentsefaliit; Vöötohatis-meningoentsefaliit
B02.1	Vöötohatismeningiit
B02.2	Närvisüsteemi muud kahjustused vöötohatise korral; Vöötohatisejärgne genikulaatganglioniit [Ramsay Hunt]; Vöötohatisejärgne polüneuropaatia; Vöötohatisejärgne trigeeminuse neuralgia
B02.3	Vöötohatis-silmahaigus; Vöötohatisblefariit; Vöötohatiskonjunktiviit; Vöötohatisiridotsükliit; Vöötohatisiriit; Vöötohatiskeratiit; Vöötohatis-keratokonjunktiviit; Vöötohatisskleriit
B02.7	Dissemineerunud vöötohatis
B02.8	Muude tüsistustega vöötohatis
B02.9	Tüsistusteta vöötohatis; Teisiti täpsustamata vöötohatis
B03	Rõuged
B04	Ahvirõuged
B05	Leetrid
B05.0	Entsefaliidiga tüsistunud leetrid; Leetrijärgne entsefaliit
B05.1	Meningiidiga tüsistunud leetrid; Leetrijärgne meningiit
B05.2	Pneumooniaga tüsistunud leetrid; Leetrijärgne pneumoonia
B05.3	Keskkõrvapõletikuga tüsistunud leetrid; Leetrijärgne keskkõrvapõletik
B05.4	Sooletüsistustega leetrid
B05.8	Muude tüsistustega leetrid; Leetrikeratiit ja –keratokonjunktiviit
B05.9	Tüsistusteta leetrid; Teisiti täpsustamata leetrid
B06	Punetised
B06.0	Punetised neuroloogiliste tüsistustega; Punetiste entsefaliit; Punetiste meningiit; Punetiste meningoentsefaliit
B06.8	Punetised muude tüsistustega; Punetiste artriit; Punetiste kopsupõletik
B06.9	Tüsistusteta punetised; Teisiti täpsustamata punetised
B07	Viirustüükad [soolatüükad]; Harilik tüügas; Lihttüügas
B08	Naha- ja limaskestakahjustusega mujal klassifitseerimata muud viirushaigused
B08.0	Muud orthopox-viirusnakkused; Veiserõuged; Orf-viirustõbi; Ebaveiserõuged [lüpsjasõlm]
B08.1	Nakatav mollusk [molluskepitelioom]
B08.2	Äkkeksanteem [kuues haigus]
B08.3	Nakkuserüteem [viies haigus]
B08.4	Villiline enteroviirusstomatiit eksanteemiga; Käe-jala ja suutõbi
B08.5	Villiline enteroviirusfarüngiit; Herpeet- e ohatisangiin
B08.8	Muud täpsustatud naha- ja limaskestakahjustusega viirusnakkused; Follikulaarne enteroviirusfarüngiit; Suu- ja sõratõbi; Tanapox-viirustõbi; Yaba pox viirustõbi
B09	Naha- ja limaskestakahjustustega täpsustamata viirusnakkus; Teisiti täpsustamata viirusenanteem e limaskestalööve; Teisiti täpsustamata viiruseksanteem e lööve (nahal)
B15	Äge A-viirushepatiit
B15.0	A-viirushepatiit maksakoomaga
B15.9	A-viirushepatiit maksakoomata; Teisiti täpsustamata (äge; viiruslik) A-hepatiit
B15-B19	Viirushepatiit
B16	Äge B-viirushepatiit
B16.0	Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomaga
B16.1	Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomata
B16.2	Äge B-viirushepatiit delta-agensita maksakoomaga
B16.9	Äge B-viirushepatiit delta-agensita maksakoomata; Teisiti täpsustamata (äge; viiruslik) B-hepatiit
B17	Muud ägedad viirushepatiidid
B17.0	B-hepatiidi viiruskandja äge delta-(super)infektsioon
B17.1	Äge C-hepatiit
B17.2	Äge E-hepatiit
B17.8	Muu äge täpsustatud viirushepatiit; Mujal klassifitseerimata (äge; viiruslik) ei A- ega B-hepatiit
B18	Krooniline viirushepatiit
B18.0	Krooniline B-viirushepatiit delta-agensiga
B18.1	Krooniline B-viirushepatiit delta-agensita; Krooniline (viiruslik) B-hepatiit
B18.2	Krooniline C-viirushepatiit
B18.8	Muud kroonilised viirushepatiidid
B18.9	Täpsustamata krooniline viirushepatiit
B19	Täpsustamata viirushepatiit
B19.0	Täpsustamata viirushepatiit koomaga
B19.9	Täpsustamata viirushepatiit koomata; Teisiti täpsustamata viirushepatiit
B20	Nakkus- või parasiithaigusena avalduv HIV-tõbi
B20.0	Mükobakternakkusena avalduv HIV-tõbi; Tuberkuloosina avalduv HIV-tõbi
B20.1	Muude bakternakkustena avalduv HIV-tõbi
B20.2	Tsütomegaloviirushaigusena avalduv HIV-tõbi
B20.3	Muude viirusnakkustena avalduv HIV-tõbi
B20.4	Kandidiaasina avalduv HIV-tõbi
B20.5	Muude mükoosidena avalduv HIV-tõbi
B20.6	Pneumocystis carinii-pneumooniana avalduv HIV-tõbi
B20.7	Mitmiknakkusena avalduv HIV-tõbi
B20.8	Muude nakkus- ja parasiithaigustena avalduv HIV-tõbi
B20.9	Täpsustamata nakkus- ja parasiithaigustena avalduv HIV-tõbi; Teisiti täpsustamata nakkushaigusena avalduv HIV-tõbi
B20-B24	Inimese immuunpuudulikkuse viirustõbi e HIV-tõbi
B21	Pahaloomuliste kasvajatena avalduv HIV-tõbi
B21.0	Kaposi sarkoomina avalduv HIV-tõbi
B21.1	Burkitti lümfoomina avalduv HIV-tõbi
B21.2	Mitte-Hodgkini lümfoomi muude tüüpidena avalduv HIV-tõbi
B21.3	Muude lümfoidse, vereloome- ja sellesarnase koe pahaloomuliste kasvajatena avalduv HIV-tõbi
B21.7	Mitme pahaloomulise kasvajana avalduv HIV-tõbi
B21.8	Muude pahaloomuliste kasvajatena avalduv HIV-tõbi
B21.9	Täpsustamata pahaloomulise kasvajana avalduv HIV-tõbi
B22	Muude täpsustatud haigustena avalduv HIV-tõbi
B22.0	Entsefalopaatiana avalduv HIV-tõbi; HIV-dementsus
B22.1	Interstitsiaalse lümfoidse pneumoniidina avalduv HIV-tõbi
B22.2	Kurtumussündroomina avalduv HIV-tõbi; Kosumisvõimetusena avalduv HIV-tõbi; Haiguslik kõhnus
B22.7	Mitme mujal klassifitseeritud haigusena avalduv HIV-tõbi
B23	Muude haigusseisunditena avalduv HIV-tõbi
B23.0	Äge HIV-nakkuse sündroom
B23.1	Generaliseerunud (persistentse) lümfadenopaatiana avalduv HIV-tõbi
B23.2	Mujal klassifitseerimata hematoloogiliste ja immunoloogiliste hälvetena avalduv HIV-tõbi
B23.8	Muude täpsustatud haigusseisunditena avalduv HIV-tõbi
B24	Täpsustamata HIV-tõbi; Teisiti täpsustamata omandatud immuunpuudulikkuse sündroom (AIDS); Teisiti täpsustamata AIDS-iga seotud kompleks
B25	Tsütomegaloviirushaigus
B25.0	Tsütomegaloviirus-pneumoniit
B25.1	Tsütomegaloviirus-hepatiit
B25.2	Tsütomegaloviirus-pankreatiit
B25.8	Muud tsütomegaloviirushaigused
B25.9	Täpsustamata tsütomegaloviirushaigus
B25-B34	Muud viirushaigused
B26	Mumps
B26.0	Mumpsiorhiit
B26.1	Mumpsimeningiit
B26.2	Mumpsientsefaliit
B26.3	Mumpsipankreatiit
B26.8	Muud mumpsitüsistused; Mumpsiartriit; Mumpsimüokardiit; Mumpsinefriit; Mumpsipolüneuropaatia
B26.9	Tüsistusteta mumps; Teisiti täpsustamata mumps; Teisiti täpsustamata mumpsiparotiit
